id,assessorID,legalDescription,ownerOccupied,yearBuilt,zoning,lotSize,propertyType,subdivision
"22271-E-Bellewood-Pl,-Aurora,-CO-80015",2073-12-3-08-005,SUBDIVISIONCD 017486 SUBDIVISIONNAME COPPERLEAF 2ND FLG BLOCK 027 LOT 005 LOT 5 BLK 27 COPPERLEAF 2ND FLG EX M/R'S,0.0,2007,AMU,4500.0,Single Family,COPPERLEAF 2ND FLG
"14-Santa-Cruz-Dr,-Florissant,-MO-63031",09J-2-3-101-9,MARYVILLE & LOT PT 7,1.0,1951,24R4,9148.0,Single Family,MARYVILLE
"1595-Mono-Ave,-San-Leandro,-CA-94578",080 004004502,unknown,0.0,1971,unknown,14500.0,Duplex-Triplex,unknown
"1825-Oates-Dr,-Apt-722,-Mesquite,-TX-75150",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"506-Hiawatha-Trl,-Georgetown,-KY-40324",140-20-399.000,INDIAN HILLS,0.0,0,unknown,0.0,Single Family,INDIAN HILLS
"9136-Trail-Ct,-Jonesboro,-GA-30238",05-235A- D-017,LOT:34 CITY/MUNI/TWP:UNINCORPORATED CNTY W/FIRE SUBD:GREENWOOD HILLS,1.0,1974,RS110,0.0,Single Family,GREENWOOD HILLS
"101-E-10th-St,-Ste-4G,-New-York-City,-NY-10003",unknown,unknown,0.0,0,unknown,0.0,Apartment,unknown
"2434-Covey-Ct,-Santa-Rosa,-CA-95403",152-220-008-000,QUAIL HOLLOW UNIT#1 LOT 8,1.0,1986,unknown,6969.0,Single Family,QUAIL HOLLOW UN #1
"3318-Saint-James-Pl,-Falls-Church,-VA-22042",060-1-16-0055,RAYMONDALE LT 55 SEC 3,1.0,1956,R-4(RESIDENTIAL 4 DU/AC),11110.0,Single Family,RAYMONDALE
"1627-Woodhaven-Ct,-Mundelein,-IL-60060",10-23-413-090,"WOODHAVEN; UNIT 3-1627-B & .4894% INT IN COMMON ELEMENTS IN WOODHAVEN CONDO PER DOC 3210343,3280141",1.0,1991,unknown,0.0,Condo,WOODHAVEN CONDO
"18335-Sagebrush-Trl,-Desert-Hot-Springs,-CA-92241",657-312-005,LOT 5 SUBDIVISIONNAME B BAR H RANCH ESTATES 3 LOTTYPE LOT RECMAPTYPE MAP BOOK MAPPLATB 036 MAPPLATP 080,0.0,1992,R1,9148.0,Single Family,B BAR H RANCH ESTATES
"PO-Box-2006,-Denham-Springs,-LA-70727",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"9758-Old-Lincoln-Trl,-Fairview-Heights,-IL-62208",03-30-0-404-024,GREEN RIDGE HEIGHTS LOT/SEC-5 ALL LT 5 & SW 35 FT LT 6 DOC A01658266,1.0,1962,unknown,27007.0,Single Family,RIDGE HEIGHTS
"2457-S-Palmetto-Ave,-Sanford,-FL-32771",36-19-30-541-0000-0760,S 32 FT OF LOT 76 + N 48 FT OF LOT 77 PINE HEIGHTS PB 3 PG 51,1.0,1957,unknown,14880.0,Single Family,PINE HEIGHTS
"J5-The-Mdws,-Clifton,-NJ-07012",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"65-Cambridge-Ave,-Jersey-City,-NJ-07307",06  03801-0000-00008,LOT:8 BLK:3801 DIST:06 CITY/MUNI/TWP:JERSEY CITY CITY MAP REF:TAX MAP 38,1.0,1880,R-2,2500.0,Single Family,unknown
"1491-Pompey-Dr,-San-Jose,-CA-95128",279-28-026,TR 1820 LOT 24,1.0,1958,R2,7130.0,Duplex-Triplex,unknown
"257-Deerwood-Cir,-Unit-2-9,-Naples,-FL-34113",unknown,unknown,0.0,1990,unknown,0.0,Condo,unknown
"933-West-Blvd,-Hartford,-CT-06105",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"1500-Holly-Ln-NE,-Atlanta,-GA-30329",18 152 02 005,CITY/MUNI/TWP:UNINCORPORATED,1.0,1957,R85,13068.0,Apartment,MERRY HILLS SUB
"1019-Sw-39th-St,-San-Antonio,-TX-78237",08991-017-0233,NCB 8991 BLK 17 LOT N 29.05 FT OF 22 & S 50.95 FT OF 23,1.0,1930,unknown,26659.0,Single Family,CONV A/S CODE
"256-E-Gas-Ave,-York,-PA-17403",02-028-01-0048.00-00000,DIST:WARD 02 CITY/MUNI/TWP:YORK CITY,1.0,1900,RS,958.0,Single Family,unknown
"1806-N-Culberson-St,-Gainesville,-TX-76240",unknown,unknown,0.0,1952,unknown,8407.0,Single Family,unknown
"2520-Sea-Robin-Rd,-Pensacola,-FL-32526",43-1S-30-1000-005-001,LT 5 BLK A SOUTH GULF MANOR UNIT 2 PB 10 P 19 OR 8172 P 794,1.0,1978,MDR,10193.0,Single Family,SOUTH GULF MANOR UNIT #1
"Big-Woods-Rd,-Smyrna,-DE-19977",unknown,unknown,0.0,0,unknown,0.0,Land,unknown
"106-Anita-Dr,-Egg-Harbor-Township,-NJ-08234",unknown,unknown,0.0,1970,unknown,14000.0,Single Family,unknown
"231-S-Cherry-St,-Itasca,-IL-60143",03-08-402-007,FIRST ADDITION TO ITASCA TERRACE,1.0,1972,R,9583.0,Single Family,FIRST ADDITION
"1521-N-Elk-Grove-Ave,-Chicago,-IL-60622",17-06-201-014,(PICKETS)(SECOND) ADD TO (CHICAGO) BEING LT4 OF ASSES SORS DIV OF UNSUBDIVIDED LANDS IN EH NW & NE SEC 06-39-14,1.0,1897,unknown,2175.0,Single Family,PICKETS SECOND ADD TO CHICAGO
"2613-N-Prospect-Ave,-Springfield,-MO-65803",unknown,unknown,0.0,0,unknown,0.0,Land,unknown
"917-Katie-Cir,-Royersford,-PA-19468",61-00-02802-206,24 X 100 2400 SF,1.0,1998,R3,2400.0,Single Family,INDIAN CRK
"18055-Manning-Dr,-Prairieville,-LA-70769",020015141,LOT 41 TWELVE OAKS SD (308675-MAP#170390) (485498) (609638) (643323) (MAP#467869) (644536) (MAP#495654 & #500311) (COB509935),1.0,2002,unknown,0.0,Single Family,TWELVE OAKS (2002)
"20748-W-Grant-Mine-Rd,-Wittmann,-AZ-85361",503-48-617,CHAPARRAL RANCHEROS UNIT 2 LOTS 224 THRU 345 REPLAT MCR 489-16,0.0,1983,R-43,50211.0,Manufactured,CHAPARRAL RANCHEROS
"5500-Broken-Sound-Blvd-NW,---2-1202,-Boca-Raton,-FL-33487",unknown,unknown,0.0,0,unknown,0.0,Apartment,unknown
"10122-Harvest-Gold-Dr,-Charlotte,-NC-28215",5505 59 7343,LT 345 HOLCOMB WOODS,1.0,2021,RV-CZ,14549.0,Single Family,unknown
"117-Pinckney-Pl,-Aiken,-SC-29803",unknown,unknown,0.0,0,unknown,0.0,Single Family,unknown
"16-Prospect-St,-Waterville,-ME-04901",WAVL M:052 B:256,BLK:256 CITY/MUNI/TWP:WATERVILLE,1.0,1962,unknown,11761.0,Single Family,unknown
"14-Langdon-Ct,-Sicklerville,-NJ-08081",36  11001-0000-00034,LOT:34 BLK:11001 DIST:36 CITY/MUNI/TWP:WINSLOW TWP MAP REF:TAX MAP 110,0.0,1975,RM,1498.0,Single Family,INDEPENDENCE VILLAGE
"4805-Hahns-Peak-Dr,-Unit-204,-Loveland,-CO-80538",85094-75-204,"UNIT 204, LAKESHORE AT CENTERRA CONDOS PH S SUPP 18, LOV (20060073335)",0.0,2006,unknown,525.0,Condo,LAKESHORE AT CENTERRA CONDOS PH S SUPP 1
"517-S-Moon-Rd,-Apache-Junction,-AZ-85119",103-08-013J,"THAT PORTION OF THE EAST HALF OF THE NORTHWEST QUARTER OF THE SOU THWEST QUARTER OF THE SOUTHWEST QUARTER OF SECTION 24,",1.0,2020,unknown,43560.0,Single Family,PORTION OF
"4127-Sunnyside-Ave,-Baltimore,-MD-21215",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"202-Southland-Dr,-Sanger,-TX-76266",R58112,SANGER SOUTH BLK 1 LOT 18,1.0,1978,unknown,12528.0,Single Family,SANGER SOUTH
"1938-Kingston-Rd,-Farmington,-UT-84025",08-045-0008,"ALL OF LOT 8, SOMERSET HOLLOW PRD",1.0,1983,R,10890.0,Single Family,SOMERSET HOLLOW
"277-Mark-Ave,-Glendale-Heights,-IL-60139",02-34-202-010,RESKINS NINTH ADD TO GLENDALE HEIGHTS,1.0,1968,R,6970.0,Single Family,OLD GLENDALE HGTS CENTRAL RUS
"139-S-15th-Ave,-Maywood,-IL-60153",15-10-230-019,unknown,1.0,1900,unknown,3325.0,Land,PROVISO LAND ASSOCIATION ADD TO MAYW
"3579-Warfield-Rd,-Graham,-NC-27253",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"4261-Edelweiss-Dr,-Plainfield,-IN-46168",32-10-33-121-003.000-012,THE OVERLOOK SEC 1 LOT 48 0.319 AC (PLAT),1.0,2019,unknown,13896.0,Single Family,OVERLOOK SEC 1
"3951-Forestside-Dr,-Columbus,-GA-31907",086 024 029,9 BK A FORESTSIDE COURT,0.0,1948,unknown,20038.0,Single Family,FORESTSIDE COURT
"7570-W-Flamingo-Rd,-Unit-159,-Las-Vegas,-NV-89147",163-15-413-003,RAIN TREE CONDO-UNIT #1 PLAT BOOK 46 PAGE 73 UNIT 103 BLDG 1,0.0,1991,unknown,3540.0,Condo,RAIN TREE CONDO-UNIT #1
"410-Market-St,-Galveston,-TX-77550",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"8633-Barrique-Rd,-New-Kent,-VA-23124",unknown,unknown,0.0,2023,unknown,50225.0,Single Family,unknown
"11057-Sw-3rd-St,-Unit-11057,-Sweetwater,-FL-33174",unknown,unknown,0.0,1971,unknown,7000.0,Condo,unknown
"581-Roosevelt-Hall,-Ypsilanti,-MI-48197",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"355-N-Boise-Ave,-Loveland,-CO-80537",85183-63-003,"LOT 3, BLK 1, WATER EIGHTH SUB, LOV (20170046076)",0.0,2018,unknown,8059.0,Duplex-Triplex,WATER 8TH SUB
"1500-The-Plz,-Charlotte,-NC-28205",09507911,L11 M230-236,1.0,1930,R-5 (HD),12645.0,Single Family,OAKLAND HEIGHTS
"1007-Quail-Hollow-Dr,-Mary-Esther,-FL-32569",16-2S-25-4544-000B-0040,QUAIL RUN LOT 4 BLK B,1.0,1987,unknown,10802.0,Single Family,QUAIL RUN
"101-Boucher-Ln,-Ligonier,-PA-15658",51-23-08-0-003,LOT CTG,1.0,0,unknown,25900.0,Single Family,unknown
"130-Dwight-St,-Waterbury,-CT-06704",WBRY M:0116 B:0952 L:0068,LOT:68 BLK:952 CITY/MUNI/TWP:WATERBURY,1.0,1928,RL,9583.0,Single Family,unknown
"4899-Smithfield-Dr,-Manchester,-MD-21102",06-068405,LT 18 - 2.15166 ACS 4899 SMITHFIELD DR 47-18 STONEY VALLEY,1.0,2003,unknown,93654.0,Single Family,STONEY VLY
"42-Chester-St,-West-Springfield,-MA-01089",unknown,unknown,0.0,0,unknown,0.0,Single Family,unknown
"82-Crow-Creek-Rd,-Darby,-MT-59829",unknown,unknown,0.0,0,unknown,217800.0,Land,unknown
"22-Lake-Julia-Dr-S,-Ponte-Vedra-Beach,-FL-32082",066240 0210,13/60-62 SAWGRASS GARDEN HOMES I LOT 21 OR5082/793,1.0,1979,PUD,8276.0,Single Family,SAWGRASS GARDEN HOMES I
"2410-Everest-Pkwy,-Cape-Coral,-FL-33904",33-44-24-C1-01240.0010,CAPE CORAL UNIT 19 BLK 1240 PB 13 PG 134 LOTS 1 + 2,1.0,1978,R1-W,10000.0,Single Family,CC UT PT 19 GOLD COAST
"1388-Laurel-Hill-Dr,-Clermont,-FL-34711",20-22-26-1506-000-17100,NORTH RIDGE PHASE III PB 48 PG 78-79 LOT 171 ORB 3755 PG 764,0.0,2004,unknown,10000.0,Single Family,NORTH RIDGE PHASE III
"600-Beverly-Ave-E,-Sherwood,-AR-72120",23S-044-03-064-00,LOT:27 BLK:315 SUBD:PARK HILL 3S SEC/TWN/RNG/MER:SEC 07 TWN 02N RNG 11W,1.0,1959,unknown,10890.0,Single Family,PARK HILL 3S
"729-Daniel-Freeman-Cir,-Inglewood,-CA-90301",4015-024-058,TR=73073 POR LOT 2 PH 1.5 CONDO UNIT 76 (AIRSPACE AND 1/30 INT IN COMMON AREA),1.0,0,INRM*,91347.0,Condo,unknown
"4400-Kingfish-Ln,-Unit-1,-Panama-City-Beach,-FL-32408",unknown,unknown,0.0,0,unknown,0.0,Townhouse,unknown
"1632-Ne-Prescott-St,-Apt-6,-Portland,-OR-97211",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"PO-Box-2621,-Weatherford,-TX-76086",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"1702-Parkway-Dr,-Lubbock,-TX-79403",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"4347-Beachside-Two-Dr,-Unit-4347,-Miramar-Beach,-FL-32550",unknown,unknown,0.0,0,unknown,0.0,Condo,unknown
"31-Oakview-Ter,-Unit-2,-Boston,-MA-02130",unknown,unknown,0.0,0,unknown,0.0,Apartment,unknown
"810-Sycamore-St,-Ste-609,-Cincinnati,-OH-45202",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"4001-Airport-Fwy,-Ste-400,-Bedford,-TX-76021",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"386-Whitecliff-Dr,-Ellijay,-GA-30540",3046B 027,LT 27 HARPER COVE,0.0,2001,R1,140263.0,Single Family,HARPER COVE
"6002-S-82nd-St,-Unit-1A,-Tampa,-FL-33619",unknown,unknown,0.0,0,unknown,0.0,Duplex-Triplex,unknown
"42-Acorn-Ct,-Zion-Crossroads,-VA-22942",36B  2     4,SPRING CREEK SUBDIVISION PB 8/2270-75 PHASE B SEC 2 LOT 4 DB 1194/113 .281 AC,1.0,2009,unknown,12240.0,Single Family,SPRING CREEK
"8445-Graves-Ave,-Unit-6,-Santee,-CA-92071",387-061-13-06,TR 8048 LOT 1*US A-6 PER DOC75-222269&UND INT IN,1.0,1975,R-1:SINGLE FAM-RES,70090.0,Condo,GRAVES AVENUE VILLAS
"4844-Tarragon-Ln,-Grand-Prairie,-TX-75052",23213Q-1-53,LAKE PARKS NORTH BLOCK 1 LOT 53,1.0,2009,unknown,9845.0,Single Family,LAKE PARKS NORTH
"10319-Denison-Ave,-Cupertino,-CA-95014",316-29-055,TR 2086 LOT 112,1.0,1960,R1,7474.0,Single Family,IDLEWILD GREENS
"14120-Sw-168th-Ln,-Miami,-FL-33177",30-5927-027-4180,LAGUNA PONDS SEC 2 PB 149-75 /LOC IN 5934 T-19105 LOT 14 BLK 20 LOT SIZE 8629 SQ FT FAU 30-5934-000-0160 OR 17771-1299 0897 1,1.0,1997,0101:SINGLE FAMILY,8629.0,Single Family,LAGUNA PONDS SEC 2
"730-Hawks-Crest-Ln,-Blacklick,-OH-43004",170-003643,VILLAS AT HAWKS CREST CONDOMINIUM 2ND AMD BLDG 2 UNIT 730,1.0,2005,unknown,0.0,Condo,VILLAS AT HAWKS CREST 2ND AMD
"1696-Snows-Mill-Rd,-Monroe,-GA-30655",C1650-007,3.36AC,0.0,1984,A2,146362.0,Single Family,LYNDA M & BILLY J PHELPS SURV
"1511-W-Speedway-Blvd,-Tucson,-AZ-85745",116-12-488A,EL RIO PARK LOT 3 EXC N44' BLK 21,0.0,1980,unknown,7901.0,Single Family,EL RIO PARK
"1419-El-Camino-Real,-Santa-Clara,-CA-95050",224-48-078,TR 10474 UNIT 43,1.0,2020,CT,1364.0,Condo,unknown
"350-Hillside-Dr,-New-Cumberland,-PA-17070",25-25-0008-053,LOT 2 SEC A PB 8 PG 18,1.0,1956,unknown,37026.0,Single Family,unknown
"862-Bridgewood-Dr,-Rock-Hill,-SC-29732",631-16-01-010,UNIT 203 C,1.0,1981,unknown,0.0,Single Family,CROSSCREEK HPR
"PO-Box-366,-Conestee,-SC-29636",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"5117-Saratoga-Ave,-Bethesda,-MD-20816",07-00657651,GLEN COVE,1.0,1937,R60,6907.0,Single Family,GLEN COVE
"20550-150th-St,-Carroll,-IA-51401",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"213-Bridle-Ln,-Washington,-PA-15301",170-017-09-00-0041-00,LOT 41 .207 AC HSE 1 STY/GAR,1.0,2020,unknown,9017.0,Single Family,unknown
"3404-Ribbon-Reef-Ln,-Austin,-TX-78728",02761805420000,LOT 59 BLK A JACK'S POND SEC 3,1.0,1999,unknown,6325.0,Single Family,JACK'S POND SEC 3
"208-Lakeside-Dr,-Newport,-NC-28570",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"497-Spring-Lake-Dr,-Melbourne,-FL-32940",26-36-14-NL-00001.0-0037.00,SUNTREE P.U.D. STAGE 5 TRACT 55 LOT 37 BLK 1 & PARCEL C,1.0,1989,PUD,15246.0,Single Family,SUNTREE P.U.D. STAGE 5 TRACT 55
"4700-Catawba-River-Rd,-Edgemoor,-SC-29712",unknown,unknown,0.0,0,unknown,773626.0,Land,unknown
"18800-Cohasset-St,-Unit-B,-Los-Angeles,-CA-91335",unknown,unknown,0.0,0,unknown,0.0,Townhouse,unknown
"433-Hoopers-Creek-Rd,-Fletcher,-NC-28732",9673326611,SR1569 ON HOOPERS CREEK,0.0,1951,10000705~R2R,194713.0,Single Family,HOOPERS CREEK
"2945-Avenida-Valera,-Carlsbad,-CA-92009",216-462-19-00,TR 12906 LOT 78,1.0,1995,R-1:SINGLE FAM-RES,5220.0,Single Family,FAIRWAYS
"11223-Ratliffe-St,-Norwalk,-CA-90650",8049-005-016,TRACT NO 17581 LOT 110,1.0,1952,NOR15000*,5027.0,Single Family,17581
"470-El-Portal-Dr,-Merced,-CA-95340",006-252-001-000,W PK VIL #3 LOT 48,1.0,1976,unknown,7703.0,Single Family,WAINWRIGHTS PARK VILLAGE 03
"6067-Warbling-Ln,-Westerville,-OH-43081",010-259532,BLENDON CHASE CONDOMINIUM 9TH AMD UNIT 27-6067,1.0,2001,unknown,0.0,Condo,BLENDON CHASE 9TH AMD
"74-Clemmer-Ave,-Akron,-OH-44313",68-13231,SV-ELM HILL EST LOT 30 ALL,1.0,1950,unknown,7632.0,Single Family,ELM HILL ESTATES
"2229-Via,-Firenze,-Henderson,-NV-89044",191-14-715-008,INSPIRADA POD 2-1 UNIT 1 PLAT BOOK 150 PAGE 29 LOT 8,1.0,2017,unknown,2622.0,Single Family,INSPIRADA POD 2-1 UNIT 1
"5111-Bonnedale-Ct,-Tampa,-FL-33624",U17281813G000000001310,CHADBOURNE VILLAGE LOT 131,1.0,1982,PD,3705.0,Single Family,CHADBOURNE VILLAGE
"9-Short-24th-Ave-E,-Tuscaloosa,-AL-35404",30-04-17-3-004-004.000,LOT 6 IN BLK B IN THE PINES SUBD,0.0,1955,R-3,6968.0,Single Family,THE PINES SUBD
"485-Brown-Thrasher-Ct,-Alpharetta,-GA-30009",22 514912560558,AN ANNEXATION AN ZONING CORR (04,1.0,1992,R10M,6665.0,Single Family,WEDGEWOOD
"15400-Sw-81st-Cir-Ln,-Apt-1011,-Miami,-FL-33193",unknown,unknown,0.0,1981,unknown,0.0,Condo,unknown
"5-Running-Brook-Rd,-Waterbury,-CT-06704",unknown,unknown,0.0,1999,unknown,6970.0,Single Family,unknown
"2100-Augusta-Blvd,-Apt-134,-Fairfield,-OH-45014",A0700-144.000-072,UNIT 134 POINT PLEASANT CONDO VIII,0.0,1985,unknown,0.0,Condo,POINT PLEASANT CONDO V
"10530-Secretariat-Dr,-Indianapolis,-IN-46234",32-08-29-492-012.000-022,WYNBROOKE SUB SEC 6 LOT 441 0.12AC,0.0,2003,unknown,5227.0,Single Family,WYNBROOKE SUB
"445-S-Shelby-St,-Hobart,-IN-46342",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"1-Lucier-St,-Nashua,-NH-03064",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"12549-Wissant-Ln,-Saint-Louis,-MO-63146",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"4660-Marysville-Rd,-Delaware,-OH-43015",420-120-01-004-000,LOTS 348,1.0,1985,unknown,0.0,Single Family,HIDDEN LAKE SUB
"1536-Greenbriar-Blvd,-Boulder,-CO-80305",1577-09-3-13-072,UNIT 119 BLDG 11 MOUNTAIN SHADOWS TOWNDOMINIUMS & UND 1/123 INT IN COMMON ELEMENTS,0.0,1971,unknown,0.0,Condo,MOUNTAIN SHADOWS TOWNDOMINIUMS - BO
"3141-Glennhaven-Dr,-Byram,-MS-39272",4855 0124 016,LOT 16 GLENNHAVEN PT I TOWN OF BYRAM,1.0,1997,unknown,0.0,Single Family,unknown
"603-E-9th-St,-Washington,-NC-27889",5685-29-6425,2 L 3AND4 BLK F COR 9TH AND CHARLOTTE ST,0.0,1981,unknown,30928.0,Apartment,unknown
"132-Herndon-Dr,-Evansville,-IN-47711",82-06-17-031-006.007-029,BOSSE FIELD TERR. PT LT 14,1.0,1909,unknown,5890.0,Single Family,BOSSE FIELD TERRACE
"3402-Griffin-Rd,-Fort-Lauderdale,-FL-33312",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"2291-Peeksville-Rd,-Locust-Grove,-GA-30248",160-01082000,LLOT: 209 LDIST:1 LOT:10,1.0,1998,RA,106591.0,Single Family,unknown
"1913-Michelle-Ct,-Grove-City,-OH-43123",040007303,000 MICHELLE DRIVE EAST SECTION 2 LOT 99 KELLER FARM,0.0,1993,unknown,10250.0,Single Family,KELLER FARM EAST SEC 02
"158-Midwood-Ave,-Waterbury,-CT-06708",WATE M:0249 B:0052 L:0056,000249 - 000052 - 000056  -  000000,1.0,1991,RS,14810.0,Single Family,PONDS
"408-Winter-Park-Dr,-O-Fallon,-MO-63366",2-0060-7338-00-0116.0000000,WINTERHAVEN LOT 116,1.0,1997,unknown,9583.0,Single Family,WINTERHAVEN
"3230-Brawner-Pkwy,-Corpus-Christi,-TX-78411",2066-0004-0370,DELLWOOD 2 LT 37 BK 4,1.0,1951,unknown,9017.0,Single Family,DELLWOOD #2
"815-Kilsyth-Rd,-Elizabeth,-NJ-07208",04  00011-0000-00477,unknown,0.0,1914,unknown,6103.0,Single Family,ROUTLEDGE
"815-1st-St,-Augusta,-GA-30901",060-2-068-00-0,WALKER VILLA (00000) 034-2,0.0,1951,R-1C,7405.0,Single Family,WALKER VILLA
"36550-Chester-Rd,-Apt-2702,-Avon,-OH-44011",unknown,unknown,0.0,0,unknown,0.0,Apartment,unknown
"29015-Abbey-Grove-Ln,-Katy,-TX-77494",9800-06-001-0060-914,"YOUNG RANCH SEC 6, BLOCK 1, LOT 6",1.0,2020,unknown,11863.0,Single Family,YOUNG RANCH SEC 6
"1417-S-Camlan-Ln-W,-Springville,-UT-84663",unknown,unknown,0.0,0,unknown,0.0,Single Family,unknown
"1803-Sw-Stallings-Dr,-Ste-1,-Nacogdoches,-TX-75964",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"Rolling-Hls,-Lot-8,-Viroqua,-WI-54665",unknown,unknown,0.0,0,unknown,105415.0,Land,unknown
"2316-Wyoming-St,-Carlsbad,-NM-88220",unknown,unknown,0.0,0,unknown,0.0,Land,unknown
"20-Washington-St,-Apt-49,-Methuen,-MA-01844",METH M:00810 B:00077B L:00049J,LOT:49J BLK:77B CITY/MUNI/TWP:METHUEN,1.0,1981,RA,0.0,Condo,unknown
"850-Sw-7th-St,-Fort-Lauderdale,-FL-33315",504210410341,"SEAWANNA SUB BLK 63 FT LAUDERDALE 3-25 B LOT 13 LESS W 110,14 LESS W 110 & S 3 BLK 63",0.0,1972,RD-15,8414.0,Apartment,SEAWANNA SUB BLK 63
"4923-W-31st-St,-Little-Rock,-AR-72204",34L-301-00-105-00,unknown,0.0,1950,unknown,6098.0,Single Family,OAKHURST
"1335-Scott-Ave,-Fort-Wayne,-IN-46807",02-12-10-478-014.000-074,LOT 44 THOMPSONS 2ND ADD,0.0,1920,unknown,6460.0,Single Family,THOMPSONS 2ND ADD
"105-Dakota-Dr,-Rio-Grande-City,-TX-78582",141870000000132000000,RANCHO VISTA S/D PH VLOT 132NEW S/D 2008,1.0,2012,unknown,21780.0,Single Family,RANCHO VISTA S/D
"2980-Delmar-Ln-NW,-Apt-H7,-Atlanta,-GA-30311",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"18936-Nw-85th-Ave,-Apt-2606,-Hialeah,-FL-33015",30-2003-044-2080,IBIS VILLAS AT MIAMI GARDENS CONDO UNIT 2606 BLDG 26 PH IV UNDIV 0.368127709351132% INT IN COMMON ELEMENTS OFF REC 18876-4699,0.0,2004,"3700:MULTI-FAM,10-21 U/A",0.0,Condo,IBIS VILLAS AT MIAMI GARDENS
"227-Center-St,-Canandaigua,-NY-14424",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"95-E-King-St,-Dallastown,-PA-17313",54-000-28-0174.00-00000,LOT 74; DENTON TER,1.0,1970,RS,11892.0,Single Family,DENTON TERRACE
"1612-Houston-Blvd,-Apt-13,-South-Houston,-TX-77587",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"919-W-Prince-Rd,-Tucson,-AZ-85705",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"9177-S-South-Chicago-Ave,-Apt-602,-Chicago,-IL-60617",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"2970-N-Cardell-Cir,-Tucson,-AZ-85712",110-06-4970,MONTE VISTA LOT 0011,1.0,2002,unknown,4104.0,Single Family,MONTE VISTA
"7-Di-Lago-Park-Place-Dr,-Shady-Shores,-TX-76208",R301868,TERRA DI LAGO HIDDEN COVE ESTATES BLK A LOT 7,1.0,2016,unknown,27007.0,Single Family,TERRA DI LAGO HIDDEN COVE ESTATES
"21258-Woodland-Way,-Shorewood,-IL-60404",unknown,unknown,0.0,0,unknown,0.0,Land,unknown
"6433-Birchcrest-Ct,-Las-Vegas,-NV-89108",138-11-111-141,WOODCREST UNIT #1 AMD PLAT BOOK 30 PAGE 30 LOT 27 BLOCK 4,1.0,1984,unknown,4356.0,Single Family,WOODCREST UNIT #1 AMD
"3548-Paradise-Dr,-Laredo,-TX-78046",81208000529,unknown,0.0,0,unknown,0.0,Manufactured,unknown
"2029-Airport-Rd,-Whispering-Pines,-NC-28327",00038158,LOT 233 PH IV SEC 9,1.0,1973,WP,26005.0,Single Family,PROPERTY/WHISPERING PINES INC
"12551-S-Ocotillo-Ridge-Trl,-Vail,-AZ-85641",305-14-014M,S161.77' N508.06' W269.26' E1811.90' SE4 1 AC SEC 22-16-16 SERIAL NO: PH1900589U&X MAKE: PALM HARBOR,1.0,1999,unknown,43560.0,Manufactured,unknown
"3437-Decoursey-Ave,---2,-Covington,-KY-41015",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"929-E-Foothill-Blvd,-Spc-149,-Upland,-CA-91786",1045-401-21-6149,83 KAUFMAN/BROAD SN#KBCASNA315421/KBCASNB315421,1.0,1983,unknown,0.0,Manufactured,unknown
"4171-Cumbrian-Gardens-Ln,-Jacksonville,-FL-32257",149017-0230,35-78 33-3S-27E HUNTINGTON FOREST UNIT ONE LOT 28 BLK D,1.0,1977,PUD,7496.0,Single Family,HUNTINGTON FOREST UNIT 01
"PO-Box-36,-Silver-Spring,-PA-17575",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"607-W-Provential-Dr,-Apt-8,-Anaheim,-CA-92805",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"2300-Wilshire-Blvd,-Unit-201,-Santa-Monica,-CA-90403",unknown,unknown,0.0,2019,unknown,11639.0,Apartment,unknown
"Morris-Shepherd-Dr,-Unit-7,-Brownwood,-TX-76801",unknown,unknown,0.0,0,unknown,130680.0,Land,unknown
